show_id,type,title,country,date_added,release_year,rating,listed_in,Date,Open,High,Low,Close,Adj_close,Volume
s4594,Movie,Nasha,India,10/1/2018,2013,TV-14,"Dramas, International Movies, Romantic Movies",,,,,,,
s4595,Movie,Naughty Jatts,India,10/1/2018,2013,TV-PG,"Comedies, International Movies, Music & Musicals",,,,,,,
s4596,Movie,Needhi Singh,India,10/1/2018,2016,TV-14,"Action & Adventure, Dramas, International Movies",,,,,,,
s4597,Movie,Peace Haven,"India, United States",10/1/2018,2016,TV-14,"Comedies, Dramas, Independent Movies",,,,,,,
s4598,Movie,Phantom,India,10/1/2018,2015,TV-14,"Action & Adventure, International Movies",,,,,,,
s4599,Movie,Pizza,India,10/1/2018,2014,TV-14,"Horror Movies, International Movies, Thrillers",,,,,,,
s4600,Movie,Pooja Kiven Aa,India,10/1/2018,2013,TV-PG,"Comedies, International Movies, Music & Musicals",,,,,,,
s4601,Movie,Race,India,10/1/2018,2008,TV-14,"Action & Adventure, International Movies, Music & Musicals",,,,,,,
s4602,Movie,Race 2,India,10/1/2018,2013,TV-14,"Action & Adventure, International Movies, Music & Musicals",,,,,,,
s4603,Movie,Saadey CM Saab,India,10/1/2018,2015,TV-PG,"Comedies, Dramas, International Movies",,,,,,,
s4604,Movie,Sat Shri Akaal England,India,10/1/2018,2017,TV-14,"Comedies, Dramas, International Movies",,,,,,,
s4605,TV Show,Strong,United States,10/1/2018,2016,TV-14,Reality TV,,,,,,,
s4606,Movie,Thaandavam,India,10/1/2018,2012,TV-14,"Action & Adventure, International Movies, Music & Musicals",,,,,,,
s4607,Movie,The Birth Reborn,,10/1/2018,2018,TV-MA,"Documentaries, International Movies",,,,,,,
s4608,Movie,Theeya Velai Seyyanum Kumaru,India,10/1/2018,2013,TV-PG,"Comedies, International Movies, Music & Musicals",,,,,,,
s4609,TV Show,Three Wives One Husband,United Kingdom,10/1/2018,2018,TV-14,"British TV Shows, International TV Shows, Reality TV",,,,,,,
s4610,Movie,Tiger,India,10/1/2018,2016,TV-14,"Action & Adventure, Dramas, International Movies",,,,,,,
s4611,Movie,Udaan,India,10/1/2018,2010,TV-MA,"Dramas, Independent Movies, International Movies",,,,,,,
s4612,Movie,Vettai,India,10/1/2018,2012,TV-14,"Action & Adventure, International Movies, Music & Musicals",,,,,,,
s4613,Movie,Wake Up Sid,India,10/1/2018,2009,TV-14,"Comedies, International Movies, Romantic Movies",,,,,,,
s4614,Movie,We Are Family,"India, Australia",10/1/2018,2010,TV-14,"Dramas, International Movies",,,,,,,
s4615,Movie,What the Jatt!!,India,10/1/2018,2015,TV-PG,"Comedies, International Movies, Romantic Movies",,,,,,,
s4616,Movie,Zindagi Kitni Haseen Hay,Pakistan,10/1/2018,2016,TV-14,"Dramas, International Movies, Romantic Movies",,,,,,,
s6380,Movie,Brooklyn's Finest,United States,10/1/2018,2009,R,"Dramas, Thrillers",,,,,,,
s6446,Movie,Chappaquiddick,"United States, Sweden",10/1/2018,2017,PG-13,Dramas,,,,,,,
s6491,TV Show,Civilizations,United Kingdom,10/1/2018,2018,TV-14,"British TV Shows, Docuseries",,,,,,,
s6661,TV Show,Earth's Natural Wonders: Life at the Extremes,,10/1/2018,2018,TV-14,"British TV Shows, Docuseries, Science & Nature TV",,,,,,,
s6763,Movie,Fishtail,United States,10/1/2018,2015,NR,Documentaries,,,,,,,
s7179,Movie,Kevin Hart: Laugh at My Pain,United States,10/1/2018,2011,R,Stand-Up Comedy,,,,,,,
s7181,Movie,Kevin Hart: Seriously Funny,United States,10/1/2018,2010,TV-MA,Stand-Up Comedy,,,,,,,
s7210,TV Show,Kingdoms of the Sky,,10/1/2018,2018,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",,,,,,,
s7515,Movie,Mountain,Australia,10/1/2018,2017,PG,"Action & Adventure, Documentaries, International Movies",,,,,,,
s7569,TV Show,Nature: Animals With Cameras,"United Kingdom, United States",10/1/2018,2018,TV-PG,"Docuseries, Science & Nature TV",,,,,,,
s8669,Movie,V for Vendetta,"United States, United Kingdom, Germany",10/1/2018,2005,R,"Action & Adventure, Dramas, Sci-Fi & Fantasy",,,,,,,
s4540,Movie,Death Race: Beyond Anarchy,"United States, Bulgaria",10/2/2018,2017,R,Action & Adventure,,,,,,,
s4541,Movie,Eric ldle's What About Dick?,United States,10/2/2018,2012,TV-MA,"Comedies, Music & Musicals",,,,,,,
s4542,Movie,Joe Rogan: Strange Times,,10/2/2018,2018,TV-MA,Stand-Up Comedy,,,,,,,
s4543,TV Show,Monty Python Best Bits (mostly),United Kingdom,10/2/2018,2014,TV-MA,"British TV Shows, Docuseries, TV Comedies",,,,,,,
s4544,Movie,Monty Python Conquers America,,10/2/2018,2008,TV-MA,Documentaries,,,,,,,
s4545,Movie,"Monty Python Live (Mostly): One Down, Five to Go",United Kingdom,10/2/2018,2014,TV-MA,Comedies,,,,,,,
s4546,Movie,Monty Python: Before the Flying Circus,United Kingdom,10/2/2018,2000,TV-MA,"Comedies, Documentaries",,,,,,,
s4547,Movie,Monty Python: Live at Aspen,United States,10/2/2018,1998,TV-MA,"Comedies, Documentaries",,,,,,,
s4548,Movie,Monty Python: Live at The Hollywood Bowl,United Kingdom,10/2/2018,1982,R,Comedies,,,,,,,
s4549,Movie,Monty Python: The Meaning of Live,United Kingdom,10/2/2018,2014,TV-MA,Documentaries,,,,,,,
s4550,TV Show,Monty Python's Almost the Truth,United Kingdom,10/2/2018,2009,TV-MA,"British TV Shows, Docuseries",,,,,,,
s4551,TV Show,Monty Python's Fliegender Zirkus,"United Kingdom, West Germany",10/2/2018,1972,TV-MA,"International TV Shows, TV Comedies",,,,,,,
s4552,TV Show,Monty Python's Flying Circus,United Kingdom,10/2/2018,1974,TV-14,"British TV Shows, Classic & Cult TV, International TV Shows",,,,,,,
s4553,Movie,Monty Python's Life of Brian,United Kingdom,10/2/2018,1979,R,"Classic Movies, Comedies, Cult Movies",,,,,,,
s4554,TV Show,Monty Python's Personal Best,"United States, United Kingdom",10/2/2018,2005,TV-MA,"British TV Shows, TV Comedies",,,,,,,
s4555,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,United Kingdom,10/2/2018,1989,TV-14,Comedies,,,,,,,
s4556,Movie,The Meaning of Monty Python,United Kingdom,10/2/2018,2013,TV-MA,Documentaries,,,,,,,
s4538,Movie,The Black Prince,"United Kingdom, India, United States",10/3/2018,2017,PG-13,"Dramas, International Movies",,,,,,,
s4539,Movie,Truth or Dare,United States,10/3/2018,2017,TV-MA,Horror Movies,,,,,,,
s6285,Movie,Benji's Very Own Christmas Story,United States,10/3/2018,1978,TV-G,Children & Family Movies,,,,,,,
s4537,TV Show,Violet Evergarden: Special,,10/4/2018,2018,TV-PG,"Anime Series, International TV Shows, Romantic TV Shows",,,,,,,
s6524,Movie,Compulsion,"United Kingdom, Canada, Italy",10/4/2018,2016,TV-MA,"Dramas, Thrillers",,,,,,,
s8281,Movie,The Dreamer,Indonesia,10/4/2018,2009,TV-PG,"Dramas, International Movies",,,,,,,
s8339,Movie,The Haunting of Molly Hartley,United States,10/4/2018,2008,PG-13,"Horror Movies, Thrillers",,,,,,,
s4530,TV Show,Dancing Queen,,10/5/2018,2018,TV-14,Reality TV,,,,,,,
s4531,TV Show,Empire Games,"Czech Republic, United States",10/5/2018,2018,TV-14,Docuseries,,,,,,,
s4532,TV Show,LOST SONG,Japan,10/5/2018,2018,TV-14,"Anime Series, International TV Shows",,,,,,,
s4533,Movie,Malevolent,United Kingdom,10/5/2018,2018,TV-MA,"Horror Movies, Thrillers",,,,,,,
s4534,Movie,Private Life,United States,10/5/2018,2018,R,"Comedies, Dramas, Independent Movies",,,,,,,
s4535,Movie,Super Monsters Save Halloween,,10/5/2018,2018,TV-Y,Children & Family Movies,,,,,,,
s4536,TV Show,YG Future Strategy Office,South Korea,10/5/2018,2018,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies",,,,,,,
s6400,Movie,Cahaya Dari Timur Beta Maluku,Indonesia,10/5/2018,2014,TV-14,"Dramas, International Movies, Sports Movies",,,,,,,
s6689,Movie,Emma' (Mother),Indonesia,10/5/2018,2016,TV-PG,"Dramas, International Movies",,,,,,,
s4529,Movie,Seven in Heaven,United States,10/6/2018,2018,PG-13,Horror Movies,,,,,,,
s7115,Movie,Jackpot,Vietnam,10/6/2018,2015,TV-14,"Comedies, Dramas, International Movies",,,,,,,
s4527,Movie,Pulang,Malaysia,10/8/2018,2018,TV-14,"Action & Adventure, Dramas, International Movies",,,,,,,
s4528,TV Show,Sofia the First,United States,10/8/2018,2017,TV-Y,Kids' TV,,,,,,,
s4526,Movie,Mo Amer: The Vagabond,United States,10/9/2018,2018,TV-MA,Stand-Up Comedy,,,,,,,
s6829,Movie,Garuda Di Dadaku,Indonesia,10/9/2018,2009,TV-PG,"Children & Family Movies, Dramas, Sports Movies",,,,,,,
s8132,Movie,Surat Dari Praha,Indonesia,10/9/2018,2016,TV-14,"Dramas, International Movies, Romantic Movies",,,,,,,
s4523,Movie,22-Jul,"Norway, Iceland, United States",10/10/2018,2018,R,"Dramas, Thrillers",,,,,,,
s4524,TV Show,Blood Pact,Brazil,10/10/2018,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",,,,,,,
s4525,Movie,Tales From the Hood 2,United States,10/10/2018,2018,R,"Cult Movies, Horror Movies, Independent Movies",,,,,,,
s5966,Movie,22-Jul,"Norway, Iceland, United States",10/10/2018,2018,R,"Dramas, Thrillers",,,,,,,
s4521,TV Show,Ordinary Heroes,,10/11/2018,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",,,,,,,
s4522,TV Show,Salt Fat Acid Heat,,10/11/2018,2018,TV-PG,Docuseries,,,,,,,
s6753,Movie,Filosofi Kopi The Movie,Indonesia,10/11/2018,2015,TV-PG,"Dramas, International Movies",,,,,,,
s8795,Movie,Ø§Ø´ØªØ¨Ø§Ùƒ,"Egypt, France",10/11/2018,2016,TV-14,"Dramas, Independent Movies, International Movies",,,,,,,
s4511,Movie,Apostle,"United Kingdom, United States",10/12/2018,2018,TV-MA,"Horror Movies, International Movies, Thrillers",,,,,,,
s4512,TV Show,Edgar Rice Burroughs' Tarzan and Jane,,10/12/2018,2018,TV-Y7,"Crime TV Shows, Kids' TV",,,,,,,
s4513,Movie,Errementari: The Blacksmith and the Devil,"Spain, France",10/12/2018,2018,TV-MA,"Horror Movies, International Movies, Sci-Fi & Fantasy",,,,,,,
s4514,Movie,Feminists: What Were They Thinking?,United States,10/12/2018,2018,TV-MA,"Documentaries, LGBTQ Movies",,,,,,,
s4515,TV Show,FIGHTWORLD,,10/12/2018,2018,TV-MA,Docuseries,,,,,,,
s4516,Movie,Kuntilanak,Indonesia,10/12/2018,2018,TV-14,"Horror Movies, International Movies",,,,,,,
s4517,Movie,ReMastered: Who Shot the Sheriff,United States,10/12/2018,2018,TV-14,"Documentaries, Music & Musicals",,,,,,,
s4518,TV Show,The Curious Creations of Christine McConnell,United States,10/12/2018,2018,TV-PG,"TV Comedies, TV Mysteries",,,,,,,
s4519,TV Show,The Haunting of Hill House,United States,10/12/2018,2018,TV-MA,"TV Dramas, TV Horror, TV Mysteries",,,,,,,
s4520,Movie,The Kindergarten Teacher,"United States, Israel, United Kingdom, Canada",10/12/2018,2018,R,"Dramas, Independent Movies",,,,,,,
s6324,TV Show,Black Heart,Turkey,10/12/2018,2014,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",,,,,,,
s4510,Movie,Soorma,India,10/13/2018,2018,TV-14,"Dramas, International Movies, Sports Movies",,,,,,,
s4507,Movie,Meghnadbodh Rohoshyo,India,10/15/2018,2017,TV-MA,"Dramas, International Movies",,,,,,,
s4508,Movie,Sanju,India,10/15/2018,2018,TV-MA,"Dramas, International Movies",,,,,,,
s4509,TV Show,Stunt Science,United Kingdom,10/15/2018,2018,TV-MA,"British TV Shows, International TV Shows, Reality TV",,,,,,,
s6602,TV Show,Devlok with Devdutt Pattanaik,India,10/15/2018,2017,TV-PG,International TV Shows,,,,,,,
s4505,TV Show,Rake,Australia,10/16/2018,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",,,,,,,
s4506,Movie,"Ron White: If You Quit Listening, I'll Shut Up",United States,10/16/2018,2018,TV-MA,Stand-Up Comedy,,,,,,,
s4504,TV Show,My Babysitter's a Vampire,Canada,10/17/2018,2012,TV-PG,"Kids' TV, TV Comedies",,,,,,,
s7532,Movie,My Babysitter's a Vampire: The Movie,Canada,10/17/2018,2010,TV-PG,"Children & Family Movies, Comedies",,,,,,,
s4503,Movie,Mr. Chandramouli,India,10/18/2018,2018,TV-MA,"Dramas, International Movies, Thrillers",,,,,,,
s4488,TV Show,Accidentally in Love,China,10/19/2018,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",,,,,,,
s4489,TV Show,Ask the Doctor,Australia,10/19/2018,2017,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",,,,,,,
s4490,TV Show,Best.Worst.Weekend.Ever.,United States,10/19/2018,2018,TV-PG,"Kids' TV, TV Comedies",,,,,,,
s4491,Movie,"Club de Cuervos Presents: I, Potro","Mexico, Argentina",10/19/2018,2018,TV-MA,Movies,,,,,,,
s4492,Movie,Derren Brown: Sacrifice,,10/19/2018,2018,TV-MA,Movies,,,,,,,
s4493,Movie,Gnome Alone,"United Kingdom, Canada, United States, Cayman Islands",10/19/2018,2018,PG,"Children & Family Movies, Comedies",,,,,,,
s4494,Movie,Illang: The Wolf Brigade,South Korea,10/19/2018,2018,TV-MA,"Action & Adventure, International Movies, Sci-Fi & Fantasy",,,,,,,
s4495,TV Show,Making a Murderer,United States,10/19/2018,2018,TV-14,"Crime TV Shows, Docuseries",,,,,,,
s4496,TV Show,Marvel's Daredevil,United States,10/19/2018,2018,TV-MA,"Crime TV Shows, TV Action & Adventure",,,,,,,
s4497,Movie,Naa Bangaaru Talli,India,10/19/2018,2013,TV-14,"Dramas, International Movies",,,,,,,
s4498,Movie,Oddbods: Party Monsters,,10/19/2018,2018,TV-Y,Movies,,,,,,,
s4499,TV Show,Project S The Series,Thailand,10/19/2018,2017,TV-MA,"International TV Shows, TV Dramas, Teen TV Shows",,,,,,,
s4500,Movie,S Storm,"Hong Kong, China",10/19/2018,2016,TV-MA,"Action & Adventure, International Movies",,,,,,,
s4501,Movie,The Night Comes for Us,"Indonesia, United States",10/19/2018,2018,TV-MA,"Action & Adventure, International Movies",,,,,,,
s4502,TV Show,Wanderlust,United Kingdom,10/19/2018,2018,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows",,,,,,,
s8328,Movie,The Gospel of Luke,"United States, United Kingdom, Morocco",10/19/2018,2015,TV-14,"Dramas, Faith & Spirituality",,,,,,,
s8329,Movie,The Gospel of Mark,,10/19/2018,2015,TV-14,"Dramas, Faith & Spirituality",,,,,,,
s8330,Movie,The Gospel of Matthew,,10/19/2018,2014,TV-14,"Dramas, Faith & Spirituality",,,,,,,
s4487,Movie,How to Get Over a Breakup,Peru,10/20/2018,2018,TV-MA,"Comedies, International Movies, Romantic Movies",,,,,,,
s8327,Movie,The Gospel of John,"United Kingdom, United States, Morocco",10/20/2018,2014,TV-14,"Dramas, Faith & Spirituality",,,,,,,
s8473,Movie,The Rainbow Troops,Indonesia,10/21/2018,2008,TV-PG,"Children & Family Movies, Dramas, International Movies",,,,,,,
s6860,Movie,God Knows Where I Am,United States,10/22/2018,2016,TV-PG,Documentaries,,,,,,,
s4483,Movie,ADAM SANDLER 100% FRESH,United States,10/23/2018,2018,TV-MA,Stand-Up Comedy,,,,,,,
s4484,TV Show,Here to Heart,China,10/23/2018,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",,,,,,,
s4485,Movie,Scorpion King 5: Book of Souls,United States,10/23/2018,2018,PG-13,"Action & Adventure, Sci-Fi & Fantasy",,,,,,,
s4486,TV Show,The Hollywood Masters,United States,10/23/2018,2017,TV-MA,Stand-Up Comedy & Talk Shows,,,,,,,
s4482,Movie,Baahubali: The Beginning (English Version),,10/24/2018,2015,TV-14,"Action & Adventure, Dramas, International Movies",,,,,,,
s4479,TV Show,DreamWorks Spooky Stories,United States,10/25/2018,2009,TV-PG,"Kids' TV, TV Comedies",,,,,,,
s4480,TV Show,Great News,United States,10/25/2018,2017,TV-14,TV Comedies,,,,,,,
s4481,Movie,Ronnie Coleman: The King,United States,10/25/2018,2018,TV-MA,Documentaries,,,,,,,
s7814,TV Show,Queens vs. Kings,,10/25/2018,2018,TV-14,"Stand-Up Comedy & Talk Shows, TV Comedies",,,,,,,
s4472,Movie,Been So Long,,10/26/2018,2018,TV-MA,"Dramas, International Movies, Music & Musicals",,,,,,,
s4473,Movie,Dovlatov,"Russia, Poland, Serbia",10/26/2018,2018,PG-13,"Dramas, International Movies",,,,,,,
s4474,Movie,Jefe,"Spain, Portugal",10/26/2018,2018,TV-MA,"Comedies, Dramas, International Movies",,,,,,,
s4475,Movie,Santo CachÃ³n,Colombia,10/26/2018,2018,TV-14,"Comedies, International Movies, Romantic Movies",,,,,,,
s4476,Movie,Shirkers,"United States, United Kingdom",10/26/2018,2018,TV-14,Documentaries,,,,,,,
s4477,TV Show,Terrorism Close Calls,"United States, Czech Republic",10/26/2018,2018,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",,,,,,,
s4478,Movie,W/O Ram,India,10/26/2018,2018,TV-MA,"Dramas, International Movies, Thrillers",,,,,,,
s7064,Movie,Incoming,"Serbia, United States",10/26/2018,2019,TV-MA,"Action & Adventure, Sci-Fi & Fantasy",,,,,,,
s4471,Movie,Dragon Tiger Gate,"Hong Kong, China",10/27/2018,2006,TV-14,"Action & Adventure, International Movies",,,,,,,
s5992,Movie,14 Cameras,United States,10/27/2018,2018,TV-MA,"Horror Movies, Thrillers",,,,,,,
s6703,Movie,Equals,"United States, Indonesia",10/28/2018,2015,PG-13,"Dramas, Romantic Movies, Sci-Fi & Fantasy",,,,,,,
s7212,Movie,Kings,"France, Belgium, China, United States",10/29/2018,2017,R,Dramas,,,,,,,
s4470,TV Show,Fate/EXTRA Last Encore,Japan,10/30/2018,2018,TV-MA,"Anime Series, International TV Shows",,,,,,,
s7533,Movie,My Brother ... Nikhil,India,10/30/2018,2005,TV-PG,"Dramas, Independent Movies, International Movies",,,,,,,
s8009,Movie,Shorgul,India,10/30/2018,2016,TV-14,"Dramas, International Movies",,,,,,,
s8017,Movie,Siddhant,India,10/30/2018,2014,TV-G,"Dramas, Independent Movies, International Movies",,,,,,,
s8375,Movie,The Jungle School,Indonesia,10/30/2018,2013,TV-PG,"Dramas, International Movies",,,,,,,
s4468,Movie,Gun City,"Spain, France",10/31/2018,2018,TV-MA,"Dramas, International Movies, Thrillers",,,,,,,
s4469,Movie,Heneral Luna,Philippines,10/31/2018,2015,R,"Dramas, International Movies",,,,,,,
s6869,TV Show,Goldie & Bear,United States,10/31/2018,2017,TV-Y,Kids' TV,,,,,,,
s4421,Movie,Aagey Se Right,India,11/1/2018,2009,TV-14,"Comedies, International Movies, Music & Musicals",,,,,,,
s4422,Movie,Aamir,India,11/1/2018,2008,TV-14,"International Movies, Thrillers",,,,,,,
s4423,Movie,ABCD 2,India,11/1/2018,2015,TV-14,"Dramas, International Movies, Music & Musicals",,,,,,,
s4424,Movie,ABCD: Any Body Can Dance,India,11/1/2018,2013,TV-14,"Dramas, International Movies",,,,,,,
s4425,Movie,Arjun: The Warrior Prince,India,11/1/2018,2011,TV-14,"Action & Adventure, Dramas, International Movies",,,,,,,
s4426,Movie,Asees,India,11/1/2018,2018,TV-14,"Dramas, International Movies, Music & Musicals",,,,,,,
s4427,Movie,Barfi!,India,11/1/2018,2012,TV-14,"Comedies, Dramas, International Movies",,,,,,,
s4428,Movie,Chance Pe Dance,India,11/1/2018,2010,TV-14,"Comedies, Dramas, International Movies",,,,,,,
s4429,Movie,Christmas With A View,Canada,11/1/2018,2018,TV-PG,"International Movies, Romantic Movies",,,,,,,
s4430,Movie,Chup Chup Ke,India,11/1/2018,2006,TV-14,"Comedies, Dramas, International Movies",,,,,,,
s4431,TV Show,Creators,Argentina,11/1/2018,2015,TV-Y,"Kids' TV, Spanish-Language TV Shows",,,,,,,
s4432,Movie,Dhan Dhana Dhan Goal,"United Kingdom, India",11/1/2018,2007,TV-14,"Dramas, International Movies, Music & Musicals",,,,,,,
s4433,Movie,Dhoondte Reh Jaoge,India,11/1/2018,2009,TV-14,"Comedies, International Movies, Music & Musicals",,,,,,,
s4434,Movie,Do Dooni Chaar,India,11/1/2018,2010,TV-PG,"Comedies, International Movies",,,,,,,
s4435,Movie,Edge of Fear,United States,11/1/2018,2018,TV-MA,"Independent Movies, Thrillers",,,,,,,
s4436,Movie,"Edmilson Filho: Notas, Comedy about Relationships",Brazil,11/1/2018,2017,TV-MA,Stand-Up Comedy,,,,,,,
s4437,TV Show,Follow This,United States,11/1/2018,2018,TV-MA,Docuseries,,,,,,,
s4438,Movie,Gaddar: the Traitor,India,11/1/2018,2015,TV-14,"Dramas, International Movies, Thrillers",,,,,,,
s4439,Movie,Ghanchakkar,India,11/1/2018,2013,TV-MA,"Comedies, International Movies, Thrillers",,,,,,,
s4440,Movie,Grandmaster,India,11/1/2018,2012,TV-14,"International Movies, Thrillers",,,,,,,
s4441,Movie,Hattrick,India,11/1/2018,2007,TV-14,"Comedies, Dramas, International Movies",,,,,,,
s4442,Movie,Heroine,India,11/1/2018,2012,TV-MA,"Dramas, International Movies",,,,,,,
s4443,Movie,Himmatwala,India,11/1/2018,2013,TV-14,"Action & Adventure, Comedies, International Movies",,,,,,,
s4444,Movie,Husbands in Goa,India,11/1/2018,2012,TV-14,"Comedies, International Movies, Music & Musicals",,,,,,,
s4445,Movie,Jatts in Golmaal,India,11/1/2018,2013,TV-PG,"Comedies, International Movies, Music & Musicals",,,,,,,
s4446,Movie,Kai Po Che!,India,11/1/2018,2013,TV-MA,"Dramas, International Movies, Sports Movies",,,,,,,
s4447,Movie,Kalakalappu,India,11/1/2018,2012,TV-14,"Comedies, International Movies, Music & Musicals",,,,,,,
s4448,Movie,Katt Williams: The Pimp Chronicles: Pt. 1,United States,11/1/2018,2006,TV-MA,Stand-Up Comedy,,,,,,,
s4449,Movie,Katti Batti,India,11/1/2018,2015,TV-14,"Comedies, Dramas, International Movies",,,,,,,
s4450,Movie,Life in a ... Metro,India,11/1/2018,2007,TV-14,"Dramas, International Movies, Music & Musicals",,,,,,,
s4451,Movie,Marc Maron: Thinky Pain,United States,11/1/2018,2013,TV-MA,Stand-Up Comedy,,,,,,,
s4452,Movie,Mumbai Meri Jaan,India,11/1/2018,2008,TV-MA,"Dramas, International Movies",,,,,,,
s4453,Movie,Mundeyan Ton Bachke Rahin,India,11/1/2018,2014,TV-14,"Comedies, International Movies, Music & Musicals",,,,,,,
s4454,Movie,No One Killed Jessica,India,11/1/2018,2011,TV-MA,"Dramas, International Movies",,,,,,,
s4455,Movie,Oye Lucky! Lucky Oye!,India,11/1/2018,2008,TV-14,"Comedies, Dramas, International Movies",,,,,,,
s4456,Movie,Paan Singh Tomar,India,11/1/2018,2010,TV-14,"Action & Adventure, Dramas, International Movies",,,,,,,
s4457,Movie,Raja Natwarlal,India,11/1/2018,2014,TV-14,"Dramas, International Movies, Thrillers",,,,,,,
s4458,Movie,Satyagraha,India,11/1/2018,2013,TV-14,"Dramas, International Movies, Music & Musicals",,,,,,,
s4459,Movie,Settai,India,11/1/2018,2013,TV-14,"Comedies, International Movies, Music & Musicals",,,,,,,
s4460,Movie,Sigaram Thodu,India,11/1/2018,2014,TV-14,"Dramas, International Movies, Thrillers",,,,,,,
s4461,Movie,Sommore: The Reign Continues,United States,11/1/2018,2015,TV-MA,Stand-Up Comedy,,,,,,,
s4462,TV Show,The Great British Baking Show: The Beginnings,,11/1/2018,2012,TV-PG,"British TV Shows, Reality TV",,,,,,,
s4463,Movie,The Untold Tales of Armistead Maupin,United States,11/1/2018,2017,TV-MA,"Documentaries, LGBTQ Movies",,,,,,,
s4464,Movie,Vaya,South Africa,11/1/2018,2016,TV-MA,"Dramas, Independent Movies, International Movies",,,,,,,
s4465,Movie,Welcome to Sajjanpur,India,11/1/2018,2008,TV-14,"Comedies, Dramas, International Movies",,,,,,,
s4466,Movie,Yeh Hai Bakrapur,India,11/1/2018,2014,TV-PG,"Comedies, Dramas, Independent Movies",,,,,,,
s4467,Movie,Zokkomon,India,11/1/2018,2011,PG,"Children & Family Movies, Dramas",,,,,,,
s6064,Movie,A Wednesday,India,11/1/2018,2008,TV-MA,"Action & Adventure, Dramas, International Movies",,,,,,,
s6248,Movie,BASEketball,United States,11/1/2018,1998,R,"Comedies, Sports Movies",,,,,,,
s6405,TV Show,Calico Critters,,11/1/2018,2018,TV-Y,Kids' TV,,,,,,,
s6406,Movie,Calico Critters: A Town of Dreams,,11/1/2018,2017,TV-Y,Children & Family Movies,,,,,,,
s6407,Movie,Calico Critters: The Treasure of Calico Village,,11/1/2018,2017,TV-Y,Children & Family Movies,,,,,,,
s6439,Movie,ChaarÂ Sahibzaade,India,11/1/2018,2014,TV-PG,"Dramas, Faith & Spirituality, International Movies",,,,,,,
s6752,Movie,Filmworker,United States,11/1/2018,2017,TV-MA,Documentaries,,,,,,,
s6842,TV Show,Get Shorty,United States,11/1/2018,2017,TV-MA,"Crime TV Shows, TV Comedies, TV Dramas",,,,,,,
s7511,Movie,Morris from America,"Germany, United States",11/1/2018,2016,R,"Dramas, Independent Movies, International Movies",,,,,,,
s8093,Movie,Stink!,United States,11/1/2018,2015,TV-PG,Documentaries,,,,,,,
s8531,Movie,The Tigers of Scotland,United Kingdom,11/1/2018,2017,TV-G,Documentaries,,,,,,,
s8554,Movie,The Water Horse: Legend of the Deep,"New Zealand, United Kingdom, Australia",11/1/2018,2007,PG,Children & Family Movies,,,,,,,
s8617,Movie,Transcendence,"United Kingdom, China, United States",11/1/2018,2014,PG-13,"Sci-Fi & Fantasy, Thrillers",,,,,,,
s4415,Movie,Ana e VitÃ³ria,Brazil,11/2/2018,2018,TV-MA,"Comedies, International Movies, LGBTQ Movies",,,,,,,
s4416,TV Show,Brainchild,,11/2/2018,2018,TV-G,Kids' TV,,,,,,,
s4417,Movie,ReMastered: Tricky Dick & The Man in Black,United States,11/2/2018,2018,TV-14,"Documentaries, Music & Musicals",,,,,,,
s4418,Movie,The Holiday Calendar,United States,11/2/2018,2018,TV-G,"Dramas, Romantic Movies",,,,,,,
s4419,Movie,The Other Side of the Wind,"France, Iran, United States",11/2/2018,2018,R,"Classic Movies, Dramas, Independent Movies",,,,,,,
s4420,Movie,Theyâ€™ll Love Me When Iâ€™m Dead,United States,11/2/2018,2018,TV-MA,Documentaries,,,,,,,
s4414,TV Show,Kopitiam,Malaysia,11/3/2018,2003,TV-14,"International TV Shows, TV Comedies",,,,,,,
s6993,Movie,Hoodwinked Too! Hood vs. Evil,United States,11/3/2018,2011,PG,"Children & Family Movies, Comedies",,,,,,,
s4412,Movie,Bucket List,India,11/5/2018,2018,TV-14,"Dramas, International Movies",,,,,,,
s4413,Movie,John Leguizamo's Latin History for Morons,United States,11/5/2018,2018,TV-MA,Stand-Up Comedy,,,,,,,
s4411,TV Show,Damnation,United States,11/7/2018,2017,TV-MA,"Crime TV Shows, TV Dramas",,,,,,,
s7088,Movie,Into the Forest,Canada,11/7/2018,2015,R,"Dramas, International Movies, Sci-Fi & Fantasy",,,,,,,
s7235,Movie,Krisha,United States,11/7/2018,2015,R,"Dramas, Independent Movies",,,,,,,
s4410,TV Show,Transfers,"France, Belgium",11/8/2018,2017,TV-MA,"Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy",,,,,,,
s6995,Movie,Hope Springs Eternal,United States,11/8/2018,2018,PG,Dramas,,,,,,,
