show_id,type,title,country,date_added,release_year,rating,listed_in,Date,Open,High,Low,Close,Adj_close,Volume
s6349,Movie,Bob's Broken Sleigh,Canada,12/17/2015,2015,TV-G,Children & Family Movies,12/16/2015,119.8,123,118.09,122.64,122.64,13181000
s5879,Movie,Mike Epps: Don't Take It Personal,United States,12/18/2015,2015,TV-MA,Stand-Up Comedy,12/17/2015,123.97,126.35,122.42,122.51,122.51,17284900
s7293,Movie,Leo the Lion,"United States, Italy",12/20/2015,2013,TV-Y7-FV,"Children & Family Movies, Comedies",12/18/2015,120.85,122.19,117.92,118.02,118.02,17948100
s7378,Movie,Magic Snowflake,"France, Belgium",12/20/2015,2013,TV-Y,Children & Family Movies,12/21/2015,119.51,119.59,115.66,116.63,116.63,11670000
s7935,Movie,Santa's Apprentice,"Australia, France, Ireland",12/20/2015,2010,TV-G,Children & Family Movies,12/22/2015,117.3,117.43,114.86,116.24,116.24,9689000
s5878,TV Show,Sammy & Co,France,12/25/2015,2014,TV-Y,"Kids' TV, TV Comedies",12/23/2015,116.91,118.56,115.78,118.16,118.16,9324300
s8558,TV Show,The West Wing,United States,12/25/2015,2005,TV-14,TV Dramas,12/24/2015,118.22,118.8,117.3,117.33,117.33,3531300
s5877,Movie,Marco Polo: One Hundred Eyes,United States,12/26/2015,2015,TV-MA,Movies,12/28/2015,117.26,117.35,113.85,117.11,117.11,8424300
s6748,Movie,Fifty,Nigeria,12/28/2015,2015,NR,"Dramas, International Movies",12/29/2015,118.19,119.6,116.92,119.12,119.12,8159200
s6253,TV Show,Battle Creek,United States,12/31/2015,2015,TV-14,"Crime TV Shows, TV Comedies, TV Dramas",12/30/2015,118.95,119.02,116.43,116.71,116.71,8149700
s7629,TV Show,Nurse Jackie,United States,12/31/2015,2015,TV-MA,"TV Comedies, TV Dramas",12/31/2015,116.21,117.46,114.28,114.38,114.38,9273000
s6302,TV Show,Big Bad Beetleborgs,"United States, France, Japan",1/1/2016,1997,TV-G,"Kids' TV, TV Comedies",1/4/2016,109,110,105.21,109.96,109.96,20794800
s7017,Movie,How to Change the World,"Canada, United Kingdom, Netherlands",1/1/2016,2015,NR,"Documentaries, International Movies",1/5/2016,110.45,110.58,105.85,107.66,107.66,17664600
s7456,TV Show,Mighty Morphin Alien Rangers,,1/1/2016,1996,TV-Y7,Kids' TV,1/6/2016,105.29,117.91,104.96,117.68,117.68,33045700
s7590,TV Show,Ninja Turtles: The Next Mutation,"Canada, United States",1/1/2016,1997,TV-G,"Kids' TV, TV Comedies",1/7/2016,116.36,122.18,112.29,114.56,114.56,33636700
s7764,TV Show,Power Rangers Dino Thunder,United States,1/1/2016,2004,TV-Y7,Kids' TV,1/8/2016,116.33,117.72,111.1,111.39,111.39,18067100
s7765,TV Show,Power Rangers in Space,"United States, France, Japan",1/1/2016,1998,TV-Y7,Kids' TV,1/11/2016,112.13,116.79,111.2,114.97,114.97,21920400
s7766,TV Show,Power Rangers Jungle Fury,United States,1/1/2016,2008,TV-Y7,Kids' TV,1/12/2016,116.11,117.78,115.08,116.58,116.58,15133500
s7767,TV Show,Power Rangers Lightspeed Rescue,"France, Japan, United States",1/1/2016,2000,TV-Y7,Kids' TV,1/13/2016,114.43,114.48,104.53,106.56,106.56,24921600
s7768,TV Show,Power Rangers Lost Galaxy,"United States, France, Japan",1/1/2016,1999,TV-Y7,Kids' TV,1/14/2016,105.65,109.25,101.21,107.06,107.06,23664800
s7769,TV Show,Power Rangers Mystic Force,United States,1/1/2016,2006,TV-Y7,Kids' TV,1/15/2016,102.43,105.5,101.72,104.04,104.04,19775100
s7770,TV Show,Power Rangers Ninja Storm,"United States, New Zealand",1/1/2016,2003,TV-Y7,Kids' TV,1/19/2016,106.57,110.14,105.55,107.89,107.89,35722800
s7771,TV Show,Power Rangers Operation Overdrive,"United States, New Zealand, Japan",1/1/2016,2007,TV-Y7,Kids' TV,1/20/2016,108.91,109.99,97.05,107.74,107.74,53009400
s7772,TV Show,Power Rangers RPM,United States,1/1/2016,2009,TV-Y7,Kids' TV,1/21/2016,108.32,108.51,102.1,102.35,102.35,31027500
s7773,TV Show,Power Rangers S.P.D.,"United States, New Zealand",1/1/2016,2005,TV-Y7,Kids' TV,1/22/2016,104.72,104.99,99.22,100.72,100.72,26821800
s7774,TV Show,Power Rangers Samurai,United States,1/1/2016,2011,TV-Y7,Kids' TV,1/25/2016,99.78,102.68,99,99.12,99.12,20321100
s7775,Movie,"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",United States,1/1/2016,2011,TV-Y7,Movies,1/26/2016,99.74,100.55,94.85,97.83,97.83,22083900
s7776,Movie,Power Rangers Samurai: Clash of the Red Rangers,United States,1/1/2016,2011,TV-Y7,Children & Family Movies,1/27/2016,96.61,97.85,90.59,91.15,91.15,25556200
s7777,Movie,Power Rangers Samurai: Party Monsters (Halloween Special),United States,1/1/2016,2011,TV-Y7,Movies,1/28/2016,93.84,95.25,90.11,94.41,94.41,24562300
s7778,TV Show,Power Rangers Super Megaforce,,1/1/2016,2014,TV-Y7,Kids' TV,1/29/2016,92,94.39,90.63,91.84,91.84,20463900
s7779,Movie,Power Rangers Super Megaforce: The Legendary Battle (Extended),United States,1/1/2016,2014,TV-Y7,Movies,2/1/2016,91.79,97.18,91.3,94.09,94.09,19684500
s7780,TV Show,Power Rangers Super Samurai,,1/1/2016,2012,TV-Y7,Kids' TV,2/2/2016,95.54,96.65,90.73,91.49,91.49,21906500
s7781,Movie,Power Rangers Super Samurai: Stuck on Christmas,United States,1/1/2016,2012,TV-Y7,"Children & Family Movies, Sci-Fi & Fantasy",2/3/2016,92.41,92.69,86.14,90.74,90.74,27466000
s7782,Movie,Power Rangers Super Samurai: Trickster Treat,United States,1/1/2016,2012,TV-Y7,Movies,2/4/2016,89.5,91.25,86.54,89.71,89.71,19108600
s7783,TV Show,Power Rangers Time Force,United States,1/1/2016,2001,TV-Y7,Kids' TV,2/5/2016,88.23,88.95,81.86,82.79,82.79,25929300
s7784,TV Show,Power Rangers Turbo,"United States, France, Japan",1/1/2016,1997,TV-Y7,Kids' TV,2/8/2016,80.57,84.7,79.95,83.32,83.32,25035600
s7785,TV Show,Power Rangers Wild Force,"United States, Netherlands, Japan, France",1/1/2016,2002,TV-Y7,Kids' TV,2/9/2016,81.75,88.4,81.55,86.13,86.13,25892900
s7786,TV Show,Power Rangers Zeo,"United States, France, Japan",1/1/2016,1996,TV-Y7,Kids' TV,2/10/2016,89,92.21,87.42,88.45,88.45,23146500
s7787,TV Show,Power Rangers: Megaforce,United States,1/1/2016,2013,TV-Y7,Kids' TV,2/11/2016,87.42,88.39,82.91,86.35,86.35,21820300
s7788,Movie,Power Rangers: Megaforce: Raising Spirits,United States,1/1/2016,2013,TV-Y7,Children & Family Movies,2/12/2016,86.64,89.72,85.26,87.4,87.4,19067700
s7789,Movie,Power Rangers: Megaforce: The Robo Knight Before Christmas,United States,1/1/2016,2013,TV-Y7,Children & Family Movies,2/16/2016,89,90.14,87.54,89.05,89.05,16356600
s8103,TV Show,Strawberry Shortcake: Berry Bitty Adventures,"France, United States, Canada",1/1/2016,2015,TV-Y,Kids' TV,2/17/2016,90.13,94.77,89.64,94.76,94.76,18323800
s8443,TV Show,The Office (U.S.),United States,1/1/2016,2012,TV-14,TV Comedies,2/18/2016,94.8,94.9,90.31,90.49,90.49,17695300
s8670,TV Show,V.R. Troopers,United States,1/1/2016,1995,TV-G,Kids' TV,2/19/2016,89.98,91.4,88.03,89.23,89.23,14259200
s5876,Movie,Tom Segura: Mostly Stories,United States,1/8/2016,2016,TV-MA,Stand-Up Comedy,2/22/2016,90.75,93.11,88.3,91.93,91.93,16321800
s7710,TV Show,Parks and Recreation,United States,1/13/2016,2015,TV-14,TV Comedies,2/23/2016,91.4,92.49,89.05,89.12,89.12,12744400
s5874,Movie,Ip Man,"Hong Kong, China",1/15/2016,2008,R,"Action & Adventure, Dramas, International Movies",2/24/2016,88.5,91.76,86.7,91.61,91.61,15972800
s5875,Movie,Ip Man 2,"Hong Kong, China",1/15/2016,2010,R,"Action & Adventure, International Movies",2/25/2016,91.08,94.81,90.21,94.53,94.53,17898800
s5873,Movie,Ricardo O'Farrill Abrazo Genial,Mexico,1/22/2016,2016,TV-MA,Stand-Up Comedy,2/26/2016,95.3,97.48,94.25,94.79,94.79,16975200
s5872,TV Show,Chelsea Does,United States,1/23/2016,2016,TV-MA,"Docuseries, Science & Nature TV",2/29/2016,94.81,97.2,93.34,93.41,93.41,13663100
s6811,TV Show,Frozen Planet,"United Kingdom, United States, Spain, Germany, Greece, Canada",1/28/2016,2011,TV-PG,"British TV Shows, Docuseries, International TV Shows",3/1/2016,94.58,99.16,93.61,98.3,98.3,17048800
s6812,Movie,Frozen Planet: On Thin Ice,"United Kingdom, United States, Spain, Germany, Greece, Canada",1/28/2016,2011,TV-PG,Movies,3/2/2016,98.01,99.48,95.9,97.61,97.61,19102800
s6813,Movie,Frozen Planet: The Epic Journey,"United Kingdom, United States, Spain, Germany, Greece, Canada",1/28/2016,2011,TV-PG,Movies,3/3/2016,97.83,98.35,95.39,97.93,97.93,15320900
s8412,TV Show,The Making of Frozen Planet,"United Kingdom, United States, Spain, Germany, Greece, Canada",1/28/2016,2012,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",3/4/2016,98.76,102.22,98.32,101.58,101.58,23414600
s5871,TV Show,Masha's Tales,,2/1/2016,2012,TV-Y,Kids' TV,3/7/2016,101,101.79,95.25,95.49,95.49,23855200
s8398,TV Show,The Lizzie Borden Chronicles,United States,2/1/2016,2015,TV-14,"Crime TV Shows, TV Dramas, TV Thrillers",3/8/2016,95,98.28,94.5,96.23,96.23,14797000
s6802,Movie,French Dirty,United States,2/4/2016,2015,TV-MA,"Dramas, Independent Movies",3/9/2016,96.82,98.37,95,98,98,12298700
s5868,TV Show,Care Bears & Cousins,United States,2/5/2016,2016,TV-Y,Kids' TV,3/10/2016,98.18,99.74,95.45,97.36,97.36,17002100
s5869,Movie,Hannibal Buress: Comedy Camisado,United States,2/5/2016,2016,TV-MA,Stand-Up Comedy,3/11/2016,99.51,99.6,96.05,97.66,97.66,15114300
s5870,TV Show,Turbo FAST,United States,2/5/2016,2016,TV-Y7,Kids' TV,3/14/2016,97.2,99.42,97.17,98.13,98.13,11251900
s7307,Movie,Lila & Eve,United States,2/6/2016,2015,R,"Dramas, Thrillers",3/15/2016,97.87,98.51,96.43,97.86,97.86,9691800
s8472,TV Show,The Pyramid Code,Canada,2/8/2016,2009,TV-PG,"Docuseries, Science & Nature TV",3/16/2016,97.53,99.73,97.5,99.35,99.35,12630500
s8029,Movie,Sister Code,United States,2/14/2016,2015,R,"Comedies, Dramas, Romantic Movies",3/17/2016,99.05,101.39,99,99.72,99.72,13825000
s6081,Movie,Abominable Christmas,United States,2/18/2016,2012,TV-Y7,"Children & Family Movies, Comedies",3/18/2016,100.5,102.41,100.01,101.12,101.12,15453500
s6582,Movie,Dear Dracula,United States,2/18/2016,2012,TV-Y7-FV,"Children & Family Movies, Comedies",3/21/2016,101.15,102.1,99.5,101.06,101.06,9578500
s5867,TV Show,Cooked,United States,2/19/2016,2016,TV-14,Docuseries,3/22/2016,100.48,101.52,99.2,99.84,99.84,9069900
s5866,Movie,Marvel Super Hero Adventures: Frost Fight!,United States,2/24/2016,2015,PG,"Children & Family Movies, Sci-Fi & Fantasy",3/23/2016,99.75,100.39,98.81,99.59,99.59,8313500
s5865,Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny","China, United States",2/26/2016,2016,PG-13,"Action & Adventure, Romantic Movies",3/24/2016,98.64,98.85,97.07,98.36,98.36,10671100
s8404,Movie,The Look of Silence,"Denmark, Indonesia, Finland, Norway, United Kingdom, Israel, France, United States, Germany, Netherlands",2/26/2016,2014,PG-13,"Documentaries, International Movies",3/28/2016,98.34,101.44,97.82,101.21,101.21,12432200
s5864,TV Show,Your lie in April,Japan,3/1/2016,2014,TV-14,"Anime Series, International TV Shows, Romantic TV Shows",3/29/2016,101.08,104.33,101,104.13,104.13,16008900
s6341,Movie,Blue Mountain State: The Rise of Thadland,United States,3/1/2016,2016,R,Comedies,3/30/2016,104.65,104.91,101.48,102.19,102.19,14705000
s7004,Movie,Hot Bot,United States,3/1/2016,2016,NR,Comedies,3/31/2016,102.43,103.53,101.05,102.23,102.23,9747500
s7106,Movie,It's Now or Never,Spain,3/1/2016,2015,TV-MA,"Comedies, International Movies, Romantic Movies",4/1/2016,102.93,105.79,102.47,105.7,105.7,14182400
s6778,Movie,For Grace,United States,3/2/2016,2015,TV-PG,Documentaries,4/4/2016,105.9,105.92,103.2,104.35,104.35,10940400
s6912,Movie,Halo: The Fall of Reach,United States,3/7/2016,2015,TV-14,"Action & Adventure, Sci-Fi & Fantasy",4/5/2016,103.47,105.75,103.25,104.94,104.94,10060900
s8802,Movie,Zinzana,"United Arab Emirates, Jordan",3/9/2016,2015,TV-MA,"Dramas, International Movies, Thrillers",4/6/2016,105.3,106.44,104.25,104.83,104.83,9605800
s5863,TV Show,Netflix Presents: The Characters,United States,3/11/2016,2016,TV-MA,TV Comedies,4/7/2016,104.31,106.44,103.6,104.45,104.45,10774900
s6467,Movie,Chicken Little,United States,3/16/2016,2005,G,"Children & Family Movies, Comedies",4/8/2016,105.12,105.33,102.82,103.81,103.81,7857600
s6923,TV Show,Happy Valley,United Kingdom,3/16/2016,2016,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",4/11/2016,104.04,104.98,102.62,102.68,102.68,7451300
s5859,Movie,He Never Died,Canada,3/18/2016,2015,R,"Comedies, Horror Movies",4/12/2016,103.15,107.22,102.21,106.98,106.98,12437000
s5860,Movie,Jimmy Carr: Funny Business,United Kingdom,3/18/2016,2016,TV-MA,Stand-Up Comedy,4/13/2016,108,111.28,107.88,109.65,109.65,16701700
s5861,Movie,My Beautiful Broken Brain,United Kingdom,3/18/2016,2016,TV-14,"Documentaries, International Movies",4/14/2016,110.01,111.64,109.15,110.42,110.42,9553700
s5862,Movie,Pee-wee's Big Holiday,United States,3/18/2016,2016,TV-PG,"Children & Family Movies, Comedies, Cult Movies",4/15/2016,110.64,111.85,109.78,111.51,111.51,11746100
s7487,Movie,Monkey Up,Canada,3/19/2016,2016,PG,"Children & Family Movies, Comedies",4/18/2016,109.9,110.7,106.02,108.4,108.4,32816400
s5858,Movie,Kung Fu Panda: Secrets of the Scroll,United States,3/25/2016,2016,TV-PG,"Children & Family Movies, Comedies",4/19/2016,99.49,101.37,94.2,94.34,94.34,55728800
s6540,Movie,Covered: Alive in Asia,United States,3/31/2016,2016,TV-G,"Documentaries, Faith & Spirituality, Music & Musicals",4/20/2016,94.34,96.98,93.14,96.77,96.77,26613500
s5854,TV Show,Cyborg 009 VS Devilman,"Japan, United States",4/1/2016,2015,TV-MA,"Anime Series, International TV Shows",4/21/2016,97.31,97.38,94.78,94.98,94.98,19919400
s5855,Movie,Frank and Cindy,United States,4/1/2016,2007,TV-MA,"Documentaries, Music & Musicals",4/22/2016,94.85,96.69,94.21,95.9,95.9,15806300
s5856,TV Show,Justin Time,Canada,4/1/2016,2012,TV-Y,Kids' TV,4/25/2016,95.7,95.75,92.8,93.56,93.56,14985400
s5857,TV Show,Terrace House: Boys & Girls in the City,Japan,4/1/2016,2016,TV-14,"International TV Shows, Reality TV",4/26/2016,93.5,93.55,91.25,92.43,92.43,15330900
s7108,Movie,Iverson,United States,4/1/2016,2014,NR,"Documentaries, Sports Movies",4/27/2016,92.18,92.5,90.21,91.04,91.04,12218900
s7125,Movie,Jeremy Scott: The People's Designer,United States,4/1/2016,2015,PG-13,Documentaries,4/28/2016,91.5,92.67,90.09,90.28,90.28,11474900
s8781,TV Show,Yo-Kai Watch,United States,4/1/2016,2015,TV-Y7,"Anime Series, Kids' TV",4/29/2016,90.5,90.56,88.21,90.03,90.03,13968000
s6147,TV Show,American Odyssey,United States,4/5/2016,2015,TV-14,"TV Dramas, TV Thrillers",5/2/2016,90.41,93.22,89.89,93.11,93.11,12547000
s5853,Movie,Hush,United States,4/8/2016,2016,R,"Horror Movies, Thrillers",5/3/2016,92.08,93.25,91.3,91.54,91.54,10593900
s7337,Movie,Look Who's Back,Germany,4/9/2016,2015,NR,"Comedies, International Movies",5/4/2016,91,92.16,90.35,90.79,90.79,7394700
s5852,Movie,Belgica,"Belgium, France, Netherlands",4/15/2016,2016,TV-MA,"Dramas, International Movies",5/5/2016,90.91,92.08,89.25,89.37,89.37,10368500
s6227,Movie,Band of Robbers,United States,4/15/2016,2015,NR,"Action & Adventure, Comedies, Independent Movies",5/6/2016,88.83,90.88,88.11,90.84,90.84,10433900
s7793,Movie,Prescription Thugs,United States,4/15/2016,2015,NR,Documentaries,5/9/2016,90.73,91.83,89.9,90.54,90.54,9543700
s7343,TV Show,Lost Girl,Canada,4/17/2016,2015,TV-14,"TV Dramas, TV Horror, TV Mysteries",5/10/2016,91.14,93.25,91.09,92.89,92.89,11175900
s8422,TV Show,The Messengers,United States,4/17/2016,2015,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",5/11/2016,92.4,92.59,89.9,90.02,90.02,11692900
s7366,Movie,Mac & Devin Go to High School,United States,4/20/2016,2012,R,Comedies,5/12/2016,90.32,90.41,85.74,87.74,87.74,20408100
s5851,Movie,Patton Oswalt: Talking for Clapping,United States,4/22/2016,2016,TV-MA,Stand-Up Comedy,5/13/2016,87.39,88.59,86.26,87.88,87.88,11571400
s6433,Movie,Catching the Sun,"China, Germany, India, United States",4/22/2016,2015,TV-14,Documentaries,5/16/2016,87.56,90,86.15,89.12,89.12,11247800
s6592,Movie,Democrats,"Denmark, Zimbabwe",4/25/2016,2014,NR,"Documentaries, International Movies",5/17/2016,89,90.87,88.17,88.63,88.63,11571300
s6095,TV Show,Africa,United Kingdom,4/28/2016,2013,TV-PG,"British TV Shows, Docuseries, International TV Shows",5/18/2016,88.25,91.72,88.25,90.5,90.5,13911800
s5849,Movie,Special Correspondents,"Canada, United Kingdom, United States",4/29/2016,2016,TV-MA,Comedies,5/19/2016,90.16,91.27,88.3,89.55,89.55,11450300
s5850,Movie,Team Foxcatcher,United States,4/29/2016,2016,TV-MA,"Documentaries, Sports Movies",5/20/2016,90.08,93.28,89.98,92.49,92.49,15063000
s7406,Movie,Mark Gatiss: A Study in Sherlock,,5/1/2016,2016,TV-14,Movies,5/23/2016,92.98,95.29,92.85,94.89,94.89,13992300
s7701,Movie,Palm Trees in the Snow,Spain,5/1/2016,2015,TV-MA,"Dramas, International Movies, Romantic Movies",5/24/2016,95.98,99.14,95.75,97.89,97.89,21246000
s8169,Movie,Terra,France,5/1/2016,2015,TV-PG,"Documentaries, International Movies",5/25/2016,99,100.31,98.3,100.2,100.2,15142900
s6016,Movie,4th Man Out,United States,5/5/2016,2015,NR,"Comedies, LGBTQ Movies",5/26/2016,103.21,104,101.38,102.81,102.81,17824700
s5848,Movie,Ali Wong: Baby Cobra,United States,5/6/2016,2016,TV-MA,Stand-Up Comedy,5/27/2016,102.44,103.5,101.44,103.3,103.3,9092100
s8247,Movie,The Chosen Ones,"Mexico, France",5/8/2016,2015,TV-MA,"Dramas, Independent Movies, International Movies",5/31/2016,102.95,103.45,102.13,102.57,102.57,8725700
s6196,Movie,Attacking the Devil: Harold Evans and the Last Nazi War Crime,United Kingdom,5/15/2016,2014,TV-14,"Documentaries, International Movies",6/1/2016,101.5,101.92,100.16,101.51,101.51,8393400
s8524,TV Show,The Super Mario Bros. Super Show!,"United States, Canada",5/22/2016,1989,TV-Y7,Kids' TV,6/2/2016,101.39,102.15,100.77,101.25,101.25,7992400
s6647,TV Show,Dramaworld,"United States, South Korea, China",5/23/2016,2016,TV-14,"Romantic TV Shows, TV Comedies, TV Dramas",6/3/2016,100.99,101,98.53,99.59,99.59,9224000
s6319,TV Show,Bitten,Canada,5/26/2016,2016,TV-MA,"International TV Shows, TV Dramas, TV Horror",6/6/2016,100.29,101.07,99.72,100.74,100.74,6828100
s8388,Movie,The Last Man on the Moon,United Kingdom,5/26/2016,2014,TV-PG,Documentaries,6/7/2016,101.2,101.63,99.77,99.89,99.89,6474700
s5847,Movie,The Do-Over,United States,5/27/2016,2016,TV-MA,"Action & Adventure, Comedies",6/8/2016,100.02,100.28,97.6,97.86,97.86,9423900
s6956,TV Show,Hell on Wheels,"Canada, United Kingdom",5/28/2016,2016,TV-14,"Crime TV Shows, TV Action & Adventure",6/9/2016,97.22,98.43,96.66,97.09,97.09,8923800
s5845,TV Show,72 Cutest Animals,Australia,6/1/2016,2016,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",6/10/2016,94.88,95.35,93.28,93.75,93.75,12907900
s5846,TV Show,72 Dangerous Places to Live,Australia,6/1/2016,2016,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",6/13/2016,95.02,97.2,93.62,93.85,93.85,13484300
s6325,Movie,Black Man White Skin,Spain,6/1/2016,2015,TV-PG,"Documentaries, International Movies",6/14/2016,94.16,95.8,93.27,94.12,94.12,9480400
s6348,TV Show,Bob Ross: Beauty Is Everywhere,,6/1/2016,1991,TV-G,TV Shows,6/15/2016,94.61,95.46,93.5,94.29,94.29,7675400
s6837,TV Show,Gentlemen and Gangsters,Sweden,6/1/2016,2016,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows",6/16/2016,94.18,95.56,93.25,95.44,95.44,7550800
s8078,Movie,Spy Time,Spain,6/1/2016,2015,TV-MA,"Action & Adventure, Comedies, International Movies",6/17/2016,95.75,95.77,94.2,94.45,94.45,8046800
s8295,Movie,The Fear of 13,United Kingdom,6/1/2016,2015,TV-MA,"Documentaries, International Movies",6/20/2016,95.22,95.88,93.65,93.8,93.8,9026400
s8344,Movie,The Heroes of Evil,Spain,6/1/2016,2015,TV-MA,"Dramas, International Movies",6/21/2016,93.87,93.88,90.77,90.99,90.99,15199700
s5844,TV Show,Hibana: Spark,Japan,6/2/2016,2016,TV-MA,"International TV Shows, TV Dramas",6/22/2016,90.78,91.98,89.77,90.01,90.01,9454700
s5843,Movie,Bo Burnham: Make Happy,United States,6/3/2016,2016,TV-MA,"Music & Musicals, Stand-Up Comedy",6/23/2016,90.62,91.68,88.15,91.66,91.66,10819000
s7852,Movie,Reincarnated,United States,6/13/2016,2012,R,"Documentaries, Music & Musicals",6/24/2016,87.53,90.49,87.21,88.44,88.44,11248600
s5842,Movie,Ip Man 3,"China, Hong Kong",6/18/2016,2015,PG-13,"Action & Adventure, Dramas, International Movies",6/27/2016,87.88,88,84.81,85.33,85.33,13730500
s7302,TV Show,Life Story,United Kingdom,6/20/2016,2014,TV-14,"British TV Shows, Docuseries, Science & Nature TV",6/28/2016,87.41,88.88,86.41,87.97,87.97,11545600
s5839,TV Show,Justin Time GO!,,6/24/2016,2016,TV-Y,Kids' TV,6/29/2016,89.67,91.97,88.7,91.06,91.06,11687100
s5840,Movie,SofÃ­a NiÃ±o de Rivera: Exposed,Mexico,6/24/2016,2016,TV-MA,Stand-Up Comedy,6/30/2016,90.91,91.72,89.9,91.48,91.48,9099000
s5841,Movie,The Fundamentals of Caring,United States,6/24/2016,2016,TV-MA,"Comedies, Dramas, Independent Movies",7/1/2016,95,97,94.8,96.67,96.67,16167200
s5972,Movie,(T)ERROR,United States,6/30/2016,2015,NR,Documentaries,7/5/2016,95.2,101.27,93.31,97.91,97.91,25879400
s7700,Movie,Palio,United Kingdom,6/30/2016,2015,TV-14,"Documentaries, International Movies, Sports Movies",7/6/2016,95.03,96,93.55,94.6,94.6,16301200
s5836,Movie,Jim Jefferies: Freedumb,United States,7/1/2016,2016,TV-MA,Stand-Up Comedy,7/7/2016,94.7,95.38,93.18,95.1,95.1,9913500
s5837,TV Show,Marco Polo,United States,7/1/2016,2016,TV-MA,"TV Action & Adventure, TV Dramas",7/8/2016,96,97.41,95.3,97.06,97.06,8335400
s5838,Movie,X: Past Is Present,India,7/1/2016,2015,TV-MA,"Dramas, Independent Movies, International Movies",7/11/2016,96.19,96.87,94.3,94.67,94.67,13276200
s6721,Movie,Exit Afghanistan,Norway,7/1/2016,2013,TV-MA,"Documentaries, International Movies",7/12/2016,95.07,96.72,94.09,95.97,95.97,11617400
s6924,TV Show,Happyish,United States,7/1/2016,2015,TV-MA,"TV Comedies, TV Dramas",7/13/2016,96.26,96.72,94.8,96.43,96.43,8768900
s7208,Movie,King Jack,United States,7/1/2016,2015,NR,"Dramas, Independent Movies",7/14/2016,97,98.27,96.8,98.02,98.02,9885000
s7676,TV Show,Operation Proposal,South Korea,7/1/2016,2012,TV-PG,"International TV Shows, Korean TV Shows, Romantic TV Shows",7/15/2016,98.52,98.7,97.41,98.39,98.39,9041900
s7876,Movie,Road to Yesterday,Nigeria,7/1/2016,2015,TV-14,"Dramas, International Movies",7/18/2016,98.43,99.84,97.24,98.81,98.81,28669700
s8087,Movie,Stealing History,United States,7/1/2016,2006,TV-PG,"Documentaries, International Movies",7/19/2016,85.43,86.75,84.5,85.84,85.84,55681200
s8116,Movie,Suicide (Hitabdut),Israel,7/1/2016,2014,TV-MA,"International Movies, Thrillers",7/20/2016,86.67,88.49,85.82,87.91,87.91,23525100
s8317,TV Show,The Future of Water,Norway,7/1/2016,2007,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",7/21/2016,88.3,88.38,85.21,85.99,85.99,16084000
s8789,Movie,You Carry Me,"Croatia, Slovenia, Serbia, Montenegro",7/1/2016,2015,TV-MA,"Dramas, International Movies",7/22/2016,86.48,86.5,85.11,85.89,85.89,11363900
s5835,TV Show,Kuromukuro,Japan,7/4/2016,2016,TV-14,"Anime Series, International TV Shows",7/25/2016,85.73,87.87,85.01,87.66,87.66,14135000
s5834,Movie,Brahman Naman,"India, United Kingdom",7/6/2016,2016,TV-MA,"Comedies, Independent Movies, International Movies",7/26/2016,91.03,93.1,90.9,91.41,91.41,19577600
s7624,TV Show,NSU German History X,Germany,7/7/2016,2016,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",7/27/2016,91.5,92.06,90.1,92.04,92.04,8727500
s8368,Movie,The Invitation,United States,7/8/2016,2015,TV-MA,"Horror Movies, Independent Movies, Thrillers",7/28/2016,91.92,92.21,90.68,91.65,91.65,6227700
s8120,Movie,Summer of '92,"Denmark, United Kingdom, Sweden",7/10/2016,2015,TV-MA,"Dramas, International Movies, Sports Movies",7/29/2016,91.19,91.75,90.59,91.25,91.25,6960200
s5833,Movie,Gridlocked,Canada,7/14/2016,2015,R,Action & Adventure,8/1/2016,91.23,94.67,90.5,94.37,94.37,10666900
s7377,TV Show,Magi: Adventure of Sinbad,Japan,7/14/2016,2016,TV-14,"Anime Series, International TV Shows",8/2/2016,94,94.08,92.18,93.56,93.56,9836200
s5831,Movie,Rebirth,United States,7/15/2016,2016,TV-MA,"Dramas, Thrillers",8/3/2016,93.28,94.67,92.55,93.1,93.1,7030900
s5832,Movie,Tony Robbins: I Am Not Your Guru,United States,7/15/2016,2016,TV-MA,Documentaries,8/4/2016,93.2,93.73,91.82,93.44,93.44,6043400
s6985,Movie,Holidays,"United States, Ireland",7/15/2016,2016,TV-MA,"Comedies, Horror Movies",8/5/2016,93.77,97.74,93.56,97.03,97.03,18364800
s7363,Movie,Lusers,"Argentina, Chile, Peru",7/15/2016,2015,TV-MA,"Comedies, International Movies, Sports Movies",8/8/2016,95.91,95.93,94,95.11,95.11,10135400
s7087,Movie,Internet Famous,United States,7/21/2016,2016,TV-14,Comedies,8/9/2016,95.12,95.81,93.48,93.99,93.99,9175400
s5830,TV Show,Popples,"United States, France",7/24/2016,2016,TV-Y,Kids' TV,8/10/2016,94.4,94.75,92.95,93.93,93.93,6511100
